시점,감자,건고추,깐마늘(국산),대파,무,배추,사과,상추,양파,배
TEST_00+1순,41702.09144472912,701732.1782694457,167378.63929309303,1951.404147151712,16212.929550328181,8773.966049631337,25236.383702294683,1238.2252365600948,1532.760670185486,33920.79951000966
TEST_00+2순,42524.06965641072,692312.6377254657,167378.63929309303,1784.4510331406304,12039.392427249699,6453.82748105174,25651.37670299607,1273.0000471246644,1525.445273225739,33706.960948123975
TEST_00+3순,45108.26688516134,669595.4223792749,167378.63929309303,1981.600101260222,10502.602688589635,5759.974887051643,26021.523508946164,1215.7376614207474,1450.9558745880788,32853.96473943698
TEST_01+1순,41917.76519480976,634372.7674689697,167378.63929309303,1925.117543933168,11165.510912152517,5754.315059607482,22921.069893164284,877.963851933748,1439.3759712984615,34227.105742108106
TEST_01+2순,42768.47665795586,570957.9521901928,167378.63929309303,1833.9054165209768,11226.139417496355,5576.802819773655,22447.82456599622,859.9407984346992,1513.9902268908725,34902.646954629956
TEST_01+3순,45092.033065754185,593581.4515313681,167378.63929309303,1937.8474771268925,11734.471953236125,4721.425598915834,22541.121741846215,828.8933579491062,1403.0436069683078,33858.195618316255
TEST_02+1순,57125.8481833461,448497.46646400663,167394.44901156946,1276.7568212948524,9607.61954991893,9793.749082700864,28614.94360884819,1062.814284509001,491.79889595402005,38990.01450255333
TEST_02+2순,53117.98563514266,436061.60625598487,167378.63929309303,1158.3951591404061,9439.496619816555,8448.140435108256,29699.58411912487,1068.6317227157151,490.49205905167935,39266.49037918149
TEST_02+3순,48618.04774600361,428949.0032756003,167378.63929309303,1226.805083117833,9732.67492253135,7445.4326782674225,29884.195701482597,1031.8733942340932,453.9209745115126,39707.67300268473
TEST_03+1순,30841.721644237765,444672.8646532876,167378.63929309303,1385.205620519145,14627.50621548782,7234.998437374713,29553.21384274782,1120.3179123571763,707.7458010489637,36781.52352129278
TEST_03+2순,24209.824617558257,429554.2333876337,167378.63929309303,1651.89076962022,14956.327317646932,6100.269167090576,29317.180188656446,1121.6942475731908,714.1836060941334,36559.78610228049
TEST_03+3순,23120.64235752269,419313.2309952942,167378.63929309303,1750.2983769846815,16316.577188426945,5538.23463251839,29047.23781146451,1088.988607961501,684.819219371197,36303.74915608528
TEST_04+1순,65952.64957097982,444205.55619538954,167378.63929309303,1538.8347700162396,14891.3096781843,7652.023126307964,29710.74115732967,1021.2495508052054,608.9468270257184,38616.341797589994
TEST_04+2순,63568.9206638186,429554.2333876337,167378.63929309303,1399.4835235768278,16609.13226641258,7028.220576708441,29989.28971347951,1049.380419490295,662.4250336287503,38800.10587721104
TEST_04+3순,61498.94325919267,419313.2309952942,167378.63929309303,1619.6885870440183,15592.297289195614,6067.024227075952,29464.217868656462,1078.8520019627551,701.6148978165645,38989.70354877939
TEST_05+1순,26341.916760262095,444672.8646532876,167378.63929309303,1764.0809635404144,12334.851321932993,8672.480527103065,28887.740638222393,1049.7378459436247,1109.6490039463433,40290.78351500652
TEST_05+2순,23437.696749597955,429554.2333876337,167378.63929309303,1783.7389120111702,12271.077265537031,9752.35359482545,28985.491303500286,1066.9291218002843,1159.5588405412188,40932.194596362635
TEST_05+3순,26083.65268419329,419313.2309952942,167378.63929309303,2307.3175894486467,12528.90051360201,9117.463100198362,28994.330776406372,1011.007463683932,1020.4424733827368,41985.507337591625
TEST_06+1순,42280.32604616087,487845.1572464373,167378.63929309303,1732.6397172869024,22945.250579870662,12344.87353541864,30669.621369973953,2023.4692169383172,1351.38505243122,36695.75887993757
TEST_06+2순,42793.52059829981,469898.34846978076,167378.63929309303,1885.034556939719,20657.66377648345,10232.320757572717,29899.88985638511,1406.158910889404,1358.1858373462007,36143.15621105212
TEST_06+3순,45023.148337600476,457724.1065163254,167378.63929309303,1835.3702132470003,18658.168215736136,8710.700339148243,29478.022393310428,1527.9781920077153,1298.3717015370112,35576.82201155546
TEST_07+1순,41657.58500851276,688947.9288126591,167378.63929309303,1853.9969318502779,15781.17867139309,6542.3729546544555,25918.49470435968,1019.3336882353577,1525.445273225739,34491.39022982694
TEST_07+2순,42813.36806198722,676729.4353135212,167378.63929309303,1815.65956423847,11802.21349357907,5600.635785215425,25538.941489308367,865.4032976973822,1483.895888502694,34404.33798722951
