시점,감자,건고추,깐마늘(국산),대파,무,배추,사과,상추,양파,배
TEST_00+1순,41268.32837454087,719719.5024027424,167100.98762570214,1736.488965648834,16403.200887953317,9368.97432221751,25034.398627684288,1317.0654617039759,1529.206125069262,33857.740008955676
TEST_00+2순,42294.39889920275,725426.751814974,167100.98762570214,1780.356847491209,12266.513282017195,6518.771938144956,25615.713058872698,1455.0875647733471,1509.166160402771,32958.63848326321
TEST_00+3순,44207.55767294754,701044.5136475596,163638.72200070214,1779.3894272499444,11066.186219044494,5828.910848732179,25895.395992760827,1379.9439494782941,1434.9859567379588,32407.90530685094
TEST_01+1순,41516.45105740808,631533.4096704868,167100.98762570214,1743.8482550205902,10407.84353093139,5846.751452281914,22944.37514833405,891.2713103036749,1434.9858346676463,33747.02402520752
TEST_01+2순,42707.09972633837,565841.459897167,167100.98762570214,1817.4872581915065,9256.532323207733,5455.682123852905,22674.90081033116,867.4362923273172,1491.1551362240778,34411.290019018576
TEST_01+3순,45091.05200024334,580945.3926977895,163638.72200070214,1910.9065132030942,9165.60277259811,4461.090791973353,22699.338344931577,876.9325616692358,1386.195389341778,32929.95985388002
TEST_02+1순,56222.52584906573,456685.5652980561,167100.98762570214,1390.3136462349726,9843.184023465208,9541.428510850597,28551.970651335265,1062.7918335340719,485.0925606338046,39219.02722076397
TEST_02+2순,51088.98345472297,446366.45636720327,167100.98762570214,1441.8504184651674,9463.84357008291,8566.79185979395,29615.67497712306,1059.0827517002322,485.9012149306455,39841.97450584991
TEST_02+3순,45589.847138305755,430588.08252778533,163638.72200070214,1709.7476653181498,10005.651663845747,7531.489492794706,30443.02895787065,1059.631278210964,464.8211805786839,40009.011198332635
TEST_03+1순,33970.27859153769,456316.9199719254,167100.98762570214,1350.206626773712,13874.458414016139,6949.528893326029,30161.988666083016,1069.7349897520253,680.0882586808609,36636.662329391824
TEST_03+2순,25443.087062824445,447578.1181209266,167100.98762570214,1550.7336842029658,13866.377238229623,5685.817083664031,30398.65556926532,1096.0165267734178,708.8327143072659,37124.10941144413
TEST_03+3순,22130.07738446389,430663.61258904316,163638.72200070214,1609.822722930243,15374.005096922963,5518.023716302917,30151.485830583297,1080.3540008973541,676.9244211806686,36929.18623476355
TEST_04+1순,62521.12481080502,456382.51055211225,167100.98762570214,1614.611490767736,14192.93439857529,7644.865921263654,30241.51985214862,1034.5242928125595,622.0899744643831,38468.95338812168
TEST_04+2순,61477.43176037736,447578.1181209266,167100.98762570214,1583.7126304647597,15284.292394245022,6747.433709764819,30846.59831719513,1061.8565462736897,673.1867270251969,38085.8830536397
TEST_04+3순,58287.93469942165,430663.61258904316,163638.72200070214,1923.3144681243416,14569.895535695432,5597.255788504683,30746.291575942254,1085.1178068683498,728.4040183443254,37273.7658168785
TEST_05+1순,26569.41250567215,456316.9199719254,167100.98762570214,1712.1043423217518,12463.886748372537,8361.429589384661,29802.04253536209,1066.7202003587215,1070.6800290762567,40503.547003628264
TEST_05+2순,22449.979813963335,447578.1181209266,167100.98762570214,1729.402086088532,12706.253617603266,9328.908007044309,30078.74711315202,1073.0122747546943,1114.8409736868016,42255.64332356793
TEST_05+3순,23227.100550047187,430663.61258904316,163638.72200070214,2047.3257735030893,13427.140994017305,9074.245939362505,30003.943129558862,1038.4217701640937,1068.8829104177764,42478.598283146486
TEST_06+1순,41026.763741853065,506231.72441293445,167100.98762570214,1831.3759862625861,22811.14381604689,11824.004436467274,30622.222178092503,2112.9157981883586,1330.662843497854,37396.23811622856
